link,title,headline
https://metro.tempo.co/read/1773258/tarif-integrasi-rp-10-ribu-tidak-diminati-hanya-dipakai-2-persen-dari-penumpang-mrt-jakarta,"Tarif Integrasi Rp 10 Ribu Tidak Diminati, Hanya Dipakai 2 Persen dari Penumpang MRT Jakarta","Dirut MRT Jakarta mengungkap tarif integrasi Rp 10 ribu tidak diminati warga pengguna transportasi massal."
https://sport.tempo.co/read/1773257/coco-gauff-mencorong-di-us-open-2023-apa-kabar-emma-raducanu-yang-menjadi-sensasi-pada-2021,"Coco Gauff Mencorong di US Open 2023, Apa Kabar Emma Raducanu yang Menjadi Sensasi pada 2021?","Bulan ini, Coco Gauff menjadi sensansi dunia tenis setelah menjuarai US Open 2023. Lantas apa kabar Emma Raducanu, remaja yang juara pada 2021?"
https://nasional.tempo.co/read/1773255/manuver-sby-sebelum-demokrat-putuskan-dukung-prabowo,"Manuver SBY Sebelum Demokrat Putuskan Dukung Prabowo","Sebelum Demokrat memutuskan untuk mendukung Prabowo, Gerindra mengungkapkan ada pertemuan sebelumnya antara SBY dan Ketum Gerindra itu di Cikeas."
https://seleb.tempo.co/read/1773256/sejarah-musik-kasidah-ada-sebelum-islam-hingga-dipentaskan-di-eropa-oleh-para-ibu-dari-indonesia,"Sejarah Musik Kasidah, Ada Sebelum Islam hingga Dipentaskan di Eropa oleh Para Ibu dari Indonesia","Perjalanan musik kasidah dimulai sebelum Islam berkembang. Kesenian itu menggebrak Jerman oleh ibu ibu dari Indonesia"
https://otomotif.tempo.co/read/1773253/syarat-membuat-sim-b1,"Syarat Membuat SIM B1","Menurut Undang-Undang Nomor 5 Tahun 2021 tentang Penerbitan dan Penandaan Surat Izin Mengemudi, berikut syarat dan ketentuan pembuatan SIM B1."
https://dunia.tempo.co/read/1773247/erdogan-rayu-elon-musk-bangun-pabrik-tesla-di-turki,"Erdogan Rayu Elon Musk Bangun Pabrik Tesla di Turki","Saat bertemu Elon Musk di New York, Erdogan meminta orang terkaya ini membangun pabrik Tesla di Turki."
https://bola.tempo.co/read/1773250/piala-dunia-u-17-2023-stadion-gelora-bung-tomo-steril-mulai-september-persebaya-terusir,"Piala Dunia U-17 2023: Stadion Gelora Bung Tomo Steril Mulai September, Persebaya Terusir?","Kementerian PUPR meminta agar Stadion Gelora Bung Tomo tak digunakan lagi hingga Piala Dunia U-17 2023 selesai."
https://seleb.tempo.co/read/1773236/duet-anggun-c-sasmi-dan-waldjinah-hingga-penampilan-xodiac-di-persembahan-dari-solo,"Duet Anggun C. Sasmi dan Waldjinah hingga Penampilan XODIAC di Persembahan dari Solo","Anggun C. Sasmi dan Waldjinah memukau ratusan undangan dengan duet lagu keroncong berjudul Kota Solo. Zayyan XODIAC bawakan lagu Indonesia Pusaka."
https://metro.tempo.co/read/1773249/propam-polda-metro-jaya-kawal-operasi-zebra-jaya-2023-antisipasi-ada-oknum-bermain,"Propam Polda Metro Jaya Kawal Operasi Zebra Jaya 2023, Antisipasi Ada Oknum Bermain","Pada Operasi Zebra 2023, Polda Metro Jaya juga targetkan pencegahan polusi udara, sehingga ada uji emisi juga."
https://otomotif.tempo.co/read/1773231/george-russell-gagal-podium-di-f1-singapura-akibat-tabrak-pembatas,"George Russell Gagal Podium di F1 Singapura Akibat Tabrak Pembatas","George Russell tak mampu menyelesaikan balapan F1 Singapura hingga garis finis usai menabrak dinding pembatas pada Minggu, 17 September 2023."
https://dunia.tempo.co/read/1773227/perempuan-ini-nyaris-meninggal-karena-makan-ikan-nila-yang-terkontaminasi-bakteri,"Perempuan Ini Nyaris Meninggal karena Makan Ikan Nila yang Terkontaminasi Bakteri","Laura Barajas nyaris kehilangan nyawa setelah mengkonsumsi ikan nila setengah matang yang terkontaminasi bakteri mematikan"
https://bisnis.tempo.co/read/1773088/cara-buka-usaha-warmindo-dan-kelebihannya,"Cara Buka Usaha Warmindo dan Kelebihanny","Salah satu usaha dengan modal kecil yang bisa dicoba adalah warmindo. Harga makanan yang disajikan cukup terjangkau dan disukai banyak orang."
https://bisnis.tempo.co/read/1773201/harga-emas-antam-hari-ini-rp-1-075-000-per-gram,"Harga Emas Antam Hari Ini Rp 1.075.000 per Gram"," Harga emas Antam bertahan di level Rp 1.075.000 per gram dalam perdagangan Senin, 18 September 2023"
https://bisnis.tempo.co/read/1773246/hari-ini-jokowi-bagikan-sk-perhutanan-sosial-kelompok-petani-berkumpul-di-gbk,"Hari Ini Jokowi Bagikan SK Perhutanan Sosial, Kelompok Petani Berkumpul di GBK","Kelompok Tani Hutan Nusantara hari ini berkumpul di GBK untuk merespons kebijakan Presiden Jokowi memberikan SK Perhutanan Sosial kepada masyarakat."
https://nasional.tempo.co/read/1773245/gus-yahya-jokowi-tidak-akan-pernah-jauh-dari-nu-dan-sebaliknya,"Gus Yahya: Jokowi Tidak Akan Pernah Jauh dari NU dan Sebalikny","Yahya Cholil Staquf memastikan PBNU tak akan pernah jauh dari Presiden Jokowi."
https://metro.tempo.co/read/1773243/pemeriksaan-16-pemeran-film-porno-di-jaksel-diagendakan-besok-polisi-beberkan-posisi-mereka-saat-ini,"Pemeriksaan 16 Pemeran Film Porno di Jaksel Diagendakan Besok, Polisi Beberkan Posisi Mereka Saat Ini","Polda Metro Jaya menjadwalkan pemeriksaan terhadap 16 pemeran film porno di Jakarta Selatan besok."
https://sport.tempo.co/read/1773241/5-pertandingan-liga-1-2023-2024-dengan-jumlah-penonton-terbanyak-persija-jakarta-mendominasi,"5 Pertandingan Liga 1 2023-2024 dengan Jumlah Penonton Terbanyak, Persija Jakarta Mendominasi","Kompetisi Liga 1 2023-2024 sudah melewati pekan ke-12. Persija Jakarta mendominasi dalam hal jumlah penonton terbanyak."
https://nasional.tempo.co/read/1773238/gus-yahya-nu-tidak-akan-pernah-jauh-dari-jokowi,"Gus Yahya: NU Tidak akan Pernah Jauh dari Jokowi","Ketua Umum PBNU Yahya Cholil Staquf menyebut Presiden Jokowi selalu membersamai organisasi itu hingga titik ini."
https://bisnis.tempo.co/read/1773240/cerita-pedagang-di-tanah-abang-yang-sepi-pengunjung-dulu-pas-covid-ramai-di-facebook-sekarang-di-tiktok,"Cerita Pedagang di Tanah Abang yang Sepi Pengunjung: Dulu Pas Covid Ramai di Facebook, Sekarang di TikTok","Sejumlah pedagang di Pasar Tanah Abang mengeluh soal sepinya pembeli belakangan ini. Simak salah satu cerita dari para pedagang berikut ini."
https://bola.tempo.co/read/1773239/alasan-erik-ten-hag-tarik-keluar-rasmus-hojlund-saat-manchester-united-kalah-1-3-dari-brighton,"Alasan Erik ten Hag Tarik Keluar Rasmus Hojlund Saat Manchester United Kalah 1-3 dari Brighton","Erik ten Hag diejek suporter ketika mengganti Rasmus Hojlund dengan Anthony Martial di babak kedua."
https://bola.tempo.co/read/1773222/4-pengganti-ramadhan-sananta-di-timnas-u-24-indonesia-pada-asian-games-2023,"4 Pengganti Ramadhan Sananta di Timnas U-24 Indonesia pada Asian Games 2023","Ramadhan Sananta absen membela timnas U-24 Indonesia di Asian Games 2023 karena tak dilepas Persis Solo."
https://dunia.tempo.co/read/1773223/who-lagi-lagi-desak-cina-buka-akses-penuh-soal-asal-usul-virus-corona,"WHO Lagi-lagi Desak Cina Buka Akses Penuh Soal Asal Usul Virus Coron","Cina diminta oleh WHO membuka akses seluas-luasnya untuk menyelidiki keberadaan virus Corona."
https://tekno.tempo.co/read/1773237/caviar-umumkan-seri-iphone-15-pro-dengan-sasis-emas-18-karat-harga-mulai-rp-127-juta,"Caviar Umumkan Seri iPhone 15 Pro dengan Sasis Emas 18 Karat, Harga Mulai Rp 127 Jut","iPhone 15 Pro Ultra Gold memiliki sasis yang terbuat dari emas 18 karat dengan lapisan satin."
https://tekno.tempo.co/read/1773230/7-karya-arsitektur-populer-ridwan-kamil-dari-museum-hingga-masjid,"7 Karya Arsitektur Populer Ridwan Kamil, Dari Museum Hingga Masjid","Ridwan Kamil tidak hanya dikenal sebagai politikus, tapi juga terkenal sebagai arsitek dengan rancangan desain arsitektur yang fenomenal."
https://bisnis.tempo.co/read/1773181/pemerintah-alokasikan-rp-400-miliar-untuk-perbaiki-15-ruas-jalan-di-jawa-barat-target-rampung-akhir-tahun-ini,"Pemerintah Alokasikan Rp 400 Miliar untuk Perbaiki 15 Ruas Jalan di Jawa Barat, Target Rampung Akhir Tahun Ini","Pemerintah mengalokasikan dana sekitar Rp 400 miliar untuk memperbaiki 15 ruas jalan dalam program  Inpres Jalan Daerah (IJD) di Jawa Barat pada 2023."
https://seleb.tempo.co/read/1773212/aktor-billy-miller-meninggal-2-hari-sebelum-hari-ulang-tahunnya-yang-ke-44,"Aktor Billy Miller Meninggal 2 Hari Sebelum Hari Ulang Tahunnya yang ke-44","Menurut pernyataan dari manajernya, Billy Miller sedang berjuang melawan manik depresi ketika dia meninggal."
https://travel.tempo.co/read/1773206/resep-pan-de-bono-roti-terbaik-kedua-di-dunia-versi-tasteatlas,"Resep Pan De Bono, Roti Terbaik Kedua di Dunia Versi TasteAtlas","Roti Kolombia dengan keju ini merupakan salah satu roti tradisional di Kolombia. Tertarik bikin sendiri, berikut resepnya."
https://sport.tempo.co/read/1773228/rapor-rafli-mursalim-di-liga-kamboja-4-kali-main-sebagi-pengganti-sumbang-1-gol,"Rapor Rafli Mursalim di Liga Kamboja: 4 Kali Main sebagi Pengganti, Sumbang 1 Gol","Pemain Indonesia, Rafli Mursalim, kembali diturunkan saat klubnya, Nagaworld FC, tampil Liga Kamboja 2023-2024 akhir pekan lalu. Mereka meraih satu po"
https://tekno.tempo.co/read/1773226/prediksi-cuaca-bmkg-sepekan-di-jawa-barat-bogor-depok-bandung-bakal-hujan,"Prediksi Cuaca BMKG Sepekan di Jawa Barat: Bogor, Depok, Bandung Bakal Hujan","Dalam sepekan ini diprakirakan ada beberapa faktor yang berpengaruh terhadap pembentukan awan dan atau terjadinya hujan lokal di sebagian Jawa Barat."
https://nasional.tempo.co/read/1773224/pendukung-prabowo-subianto-semakin-besar-dasco-imbau-kader-gerindra-tidak-angkuh,"Pendukung Prabowo Subianto Semakin Besar, Dasco Imbau Kader Gerindra Tidak Angkuh","Dasco menyataka Gerindra merasa terhormat dengan dukungan Partai Demokrat terhadap Prabowo Subianto."
https://sport.tempo.co/read/1773221/kabar-dari-liga-belgia-sandy-walsh-main-saat-timnya-kalah-marselino-ferdinan-tak-masuk-skuad,"Kabar dari Liga Belgia: Sandy Walsh Main Saat Timnya Kalah, Marselino Ferdinan Tak Masuk Skuad","Apa kabar Sandy Walsh dan Marselino Ferdinan dari Liga Belgia pekan ini? Keduanya menjalani akhir pekan yang berbeda."
https://metro.tempo.co/read/1773219/jakpro-dukung-merger-mrt-dan-lrt-jakarta-jadi-satu-entitas-transportasi-berbasis-rel,"Jakpro Dukung Merger MRT dan LRT Jakarta Jadi Satu Entitas Transportasi Berbasis Rel","Jakpro mendukung rencana peleburan MRT dan LRT Jakarta menjadi satu entitas usaha transportasi bernasis rel."
https://bisnis.tempo.co/read/1773218/ekonom-ini-sebut-tiktok-wajib-pisahkan-platform-media-sosial-dan-e-commerce-kenapa,"Ekonom Ini Sebut TikTok Wajib Pisahkan Platform Media Sosial dan E-Commerce, Kenapa?","Direktur Eksekutif Celios Bhima Yudhistira menilai TikTok seharusnya memisahkan platform e-commerce-nya dengan media sosial. Begini penjelasannya."
https://metro.tempo.co/read/1773217/operasi-zebra-jaya-2023-polda-metro-jaya-libatkan-2-939-personel-gabungan,"Operasi Zebra Jaya 2023, Polda Metro Jaya Libatkan 2.939 Personel Gabungan","Operasi Zebra Jaya 2023 akan digelar selama dua pekan, hingga 1 Oktober 2023."
https://tekno.tempo.co/read/1773213/kampus-kampus-ini-dapat-penghargaan-badan-publik-ramah-disabilitas,"Kampus-kampus ini Dapat Penghargaan Badan Publik Ramah Disabilitas","Ketua KIP Donny Yoesgiantoro mengatakan badan publik perlu terus meningkatkan pelayanan informasi bagi penyandang disabilitas."
https://metro.tempo.co/read/1773215/prediksi-cuaca-bmkg-hujan-akan-turun-di-jakarta-antara-siang-hingga-malam-nanti,"Prediksi Cuaca BMKG: Hujan Akan Turun di Jakarta antara Siang hingga Malam Nanti","Prediksi cuaca BMKG juga menyebut potensi yang sama, bahkan dengan intensitas hujan lebih tinggi, di Depok, Bogor, dan Bekasi. Simak selengkapnya."
https://seleb.tempo.co/read/1773214/jatuh-bangun-david-copperfield-dari-legenda-sulap-dunia-hingga-dituding-terlibat-pelecehan-seksual,"Jatuh Bangun David Copperfield, Dari Legenda Sulap Dunia hingga Dituding Terlibat Pelecehan Seksual","Simak karier David Copperfield yang memulai karier pesulap dari usia muda sampai pernah dituduh melakukan pelecehan seksual."
https://metro.tempo.co/read/1773211/lulus-uji-emisi-jadi-syarat-perpanjangan-stnk-belum-berlaku-polda-metro-jaya-tunggu-regulasi,"Lulus Uji Emisi Jadi Syarat Perpanjangan STNK Belum Berlaku, Polda Metro Jaya: Tunggu Regulasi","Kendaraan lulus uji emisi jadi syarat perpanjangan STNK dipastikan belum berlaku di Jakarta. Polda Metro Jaya menunggu regulasinya."
https://bisnis.tempo.co/read/1773198/polda-babel-dan-pertamina-bongkar-praktek-penyelewengan-bbm-subsidi-di-3-spbu,"Polda Babel dan Pertamina Bongkar Praktek Penyelewengan BBM Subsidi di 3 SPBU","Tiga Stasiun Pengisian Bahan Bakar Umum (SPBU) di Pangkalpinang dan Belitung ditindak karena menyelewengkan BBM bersubsidi."
https://dunia.tempo.co/read/1773208/remaja-di-india-dibunuh-karena-alasan-sepele,"Remaja di India Dibunuh karena Alasan Sepele","Seorang remaja laki-laki, 15 tahun, diduga tewas di bunuh oleh tiga temannya setelah cekcok soal tagihan makan telur Rp 21.000"
https://bisnis.tempo.co/read/1773092/mengenal-pengertian-corporate-ciri-ciri-dan-jenisnya,"Mengenal Pengertian Corporate, Ciri-ciri, dan Jenisny","Corporate adalah istilah untuk menyebut perusahaan atau badan usaha yang bertujuan mencari keuntungan. Berikut penjelasannya."
https://seleb.tempo.co/read/1773200/drew-barrymore-stop-produksi-talkshow-nya-usai-dikritik-melanggar-aturan,"Drew Barrymore Stop Produksi Talkshow-nya Usai Dikritik Melanggar Aturan","Drew Barrymore sempat dikirik Writers Guild of America karena melanjutkan produksi talkshow-nya di tengah aksi mogok yang sedang berlangsung"
https://travel.tempo.co/read/1773188/etiket-masuk-dan-keluar-pesawat-tergesa-gesa-dan-lelet-sama-sama-dilarang,"Etiket Masuk dan Keluar Pesawat, Tergesa-gesa dan Lelet sama-sama Dilarang","Beberapa penumpang pesawat terburu-buru ingin antre pertama sementara yang lain lebih memilih untuk duduk santai sampai antrean pendek."
https://nasional.tempo.co/read/1773189/bagaimana-sikap-nu-dan-muhammadiyah-soal-konflik-di-pulau-rempang,"Bagaimana Sikap NU dan Muhammadiyah soal Konflik di Pulau Rempang?","Dua ormas Islam terbesar di Indonesia, Nahdlatul Ulama (NU) dan Muhammadiyah, angkat bicara soal konflik di Pulau Rempang."
https://otomotif.tempo.co/read/1773207/3-rekor-tercipta-usai-carlos-sainz-juara-formula-1-singapura-2023,"3 Rekor Tercipta Usai Carlos Sainz Juara Formula 1 Singapura 2023","Kemenangan di Formula 1 Singapura membuat Carlos Sainz menorehkan setidaknya tiga rekor baru, baik untuk individu maupun tim pabrikan Ferrari."
https://bola.tempo.co/read/1773205/asian-games-2023-begini-kekuatan-kirgistan-lawan-perdana-timnas-u-24-indonesia,"Asian Games 2023: Begini Kekuatan Kirgistan, Lawan Perdana Timnas U-24 Indonesi","Di atas kertas saat ini, timnas U-24 Indonesia lebih diunggulkan ketimbang Kirgistan jelang duel kedua tim di Asian Games 2023."
https://bola.tempo.co/read/1773204/asian-games-2023-prediksi-timnas-indonesia-u-24-vs-kirgistan-jadwal-live-h2h-perkiraan-susunan-pemain,"Asian Games 2023: Prediksi Timnas Indonesia U-24 vs Kirgistan: Jadwal Live, H2H, Perkiraan Susunan Pemain","Duel timnas Indonesia U-24 vs Kirgistan pada laga perdana grup F Asian Games 2023 ini akan berlangsung Selasa malam WIB, 19 September 2023."
https://bisnis.tempo.co/read/1773169/kemenhub-resmikan-terminal-barang-internasional-motaain-di-perbatasan-timor-leste,"Kemenhub Resmikan Terminal Barang Internasional Motaain di Perbatasan Timor Leste","Direktur Jenderal Perhubungan Darat Kemenhub Hendro Sugiatno meresmikan Terminal Barang Internasional (TBI) Motaain, Kabupaten Belu, Nusa Tenggara Timur."
https://metro.tempo.co/read/1773199/ganjar-pranowo-jadi-pembicara-kuliah-kebangsaan-dekan-fisip-ui-bukan-sebagai-capres,"Ganjar Pranowo Jadi Pembicara Kuliah Kebangsaan, Dekan FISIP UI: Bukan sebagai Capres","Bakal calon presiden, Ganjar Pranowo, menjadi pembicara kuliah kebangsaan FISIP UI hari ini. Dia disebut hadir bukan sebagai capres 2024."
https://gaya.tempo.co/read/1773196/tak-hanya-sayuran-hijau-dan-kacang-kacangan-ini-5-makanan-yang-harus-dihindari-penderita-penyakit-ginjal,"Tak Hanya Sayuran Hijau dan Kacang-kacangan, Ini 5 Makanan yang Harus Dihindari Penderita Penyakit Ginjal","Saat mengalami penyakit ginjal, sebaiknya hindari makanan berikut ini"
https://metro.tempo.co/read/1773195/pembangunan-waduk-cibeet-dan-cijurey-masuk-pembebasan-lahan-menteri-pupr-reduksi-banjir-66-persen,"Pembangunan Waduk Cibeet dan Cijurey Masuk Pembebasan Lahan, Menteri PUPR: Reduksi Banjir 66 Persen","Pembangunan Waduk Cibeet dan Cijurey merupakan upaya pengendalian banjir di hilir Sungai Citarum, yaitu wilayah Karawang dan Bekasi."
https://nasional.tempo.co/read/1773194/partai-demokrat-dukung-prabowo-subianto-bagaimana-peluang-ahy-jadi-cawapres,"Partai Demokrat Dukung Prabowo Subianto, Bagaimana Peluang AHY Jadi Cawapres?","Gerindra mempersilakan Partai Demokrat untuk mengajukan nama bacawapres."
https://gaya.tempo.co/read/1773193/tips-aman-olahraga-saat-polusi-udara-tinggi,"Tips Aman Olahraga saat Polusi Udara Tinggi","Berikut tips dari dokter agar warga yang tinggal di daerah dengan polusi udara tinggi tetap bisa berolahraga dengan baik, aman, dan sehat."
https://nasional.tempo.co/read/1773190/demokrat-dukung-prabowo-gerindra-ungkap-sebelumnya-ada-pertemuan-di-cikeas,"Demokrat Dukung Prabowo, Gerindra Ungkap Sebelumnya Ada Pertemuan di Cikeas","Wakil Ketua Umum Partai Gerindra Budi Djiwandono mengungkap sebelumnya ada pertemuan antara Prabowo dan SBY di Cikeas."
https://tekno.tempo.co/read/1773191/gempa-magnitudo-38-guncang-sukabumi-dari-laut-kidul,"Gempa Magnitudo 3,8 Guncang Sukabumi dari Laut Kidul","Sumber gempa berada di Laut Kidul atau Samudera Indonesia selatan Jawa."
https://otomotif.tempo.co/read/1773187/klasemen-formula-1-usai-gp-singapura-lewis-hamilton-geser-fernando-alonso,"Klasemen Formula 1 Usai GP Singapura: Lewis Hamilton Geser Fernando Alonso","Klasemen Formula 1 sedikit mengalami perubahan usai Grand Prix F1 Singapura berakhir pada Minggu, 17 September 2023. Berikut daftar lengkapnya:"
https://tekno.tempo.co/read/1773170/ini-kata-nasa-soal-dugaan-jasad-yang-diklaim-alien,"Ini Kata NASA soal Dugaan Jasad yang Diklaim Alien","NASA menyatakan sampel yang diklaim sebagai mayat alien harus tersedia untuk diuji komunitas ilmiah dunia."
https://seleb.tempo.co/read/1773185/detk-detik-kematian-jimi-hendrix-sang-dewa-gitar,"Detk-detik Kematian Jimi Hendrix Sang Dewa Gitar","Pada 53 tahun silam, Jimi Hendrix meninggal karena overdosis obat-obatan. Begini profilnya dan detik-detik kematian gitaris  legendaris ini."
https://bisnis.tempo.co/read/1773161/simak-perubahan-jadwal-penerimaan-cpns-2023,"Simak Perubahan Jadwal Penerimaan CPNS 2023","Jadwal Pendaftaran CPNS dan PPPK 2023 mengalami perubahan. Simak jadwal terbarunya."
https://metro.tempo.co/read/1773186/dishub-dki-uji-coba-tiket-berbasis-akun-penumpang-di-transjakarta-mrt-dan-lrt-jakarta,"Dishub DKI Uji Coba Tiket Berbasis Akun Penumpang di Transjakarta, MRT dan LRT Jakarta","Tiket berbasis akun penumpang ini tersedia di aplikasi Jaklingko. Untuk mengetahui efisiensi subsidi APBD ke Transjakarta, MRT dan LRT Jakarta."
https://bisnis.tempo.co/read/1773184/ihsg-mencoba-bertahan-di-atas-level-6-950-awal-pekan-ini-simak-4-saham-pilihan-samuel-sekuritas,"IHSG Mencoba Bertahan di Atas Level 6.950 Awal Pekan Ini, Simak 4 Saham Pilihan Samuel Sekuritas","Tim Riset PT Samuel Sekuritas Indonesia mengatakan bahwa Indeks Harga Saham Gabungan atau IHSG mencoba bertahan di atas level 6.950 awal pekan ini."
https://nasional.tempo.co/read/1773183/bergabung-dengan-kim-partai-demokrat-bakal-beri-catatan-soal-konsep-keberlanjutan,"Bergabung dengan KIM, Partai Demokrat Bakal Beri Catatan Soal Konsep Keberlanjutan","Partai Demokrat mengusung visi perubahan sementara Koalisi Indonesia Maju mengusung visi keberlanjutan."
https://nasional.tempo.co/read/1773168/definisi-konflik-agraria-apa-yang-terjadi-di-pulau-rempang-wadas-kinipan-dan-dago-elos,"Definisi Konflik Agraria, Apa yang Terjadi di Pulau Rempang, Wadas, Kinipan, dan Dago Elos?","Dari mulai relasi kuasa yang timpang antara pihak berkonflik sampai penggunaan kekerasan menjadi penyebab konflik agraria. Termasuk di Pulau Rempang."
https://travel.tempo.co/read/1773171/berwisata-kudapan-jadul-era-sultan-hb-vii-di-pasar-lawas-mataram-kotagede,"Berwisata Kudapan Jadul Era Sultan HB VII di Pasar Lawas Mataram Kotagede","Pasar Lawas Mataram membawa pengunjung berwisata ke masa lalu lewat dolanan dan jajanan lawas yang sudah jarang ditemui."
https://otomotif.tempo.co/read/1773117/motogp-demi-pedro-acosta-ktm-siap-korbankan-satu-pembalap,"MotoGP: Demi Pedro Acosta, KTM Siap Korbankan Satu Pembalap","KTM akan mengorbankan satu pembalapnya demi Pedro Acosta bisa naik kelas ke MotoGP 2024. Simak selengkapnya di artikel ini:"
https://kolom.tempo.co/read/1773182/main-intel-memata-matai-partai-politik,"Main Intel Memata-matai Partai Politik","Hanya di negara otoritarian badan intelijen menjadi alat kekuasaan."
https://seleb.tempo.co/read/1773180/lagu-kolaborasi-txt-dan-anitta-back-for-more-kuasai-chart-itunes-seluruh-dunia,"Lagu Kolaborasi TXT dan Anitta, Back for More Kuasai Chart iTunes Seluruh Duni","Baru dirilis, lagu Back for More hasil kolaborasi TXT dan Anitta menguasai peringkat pertama tangga lagu iTunes di seluruh dunia."
https://bisnis.tempo.co/read/1773179/harga-beras-naik-berikut-5-ragam-jenis-beras-yang-beredar-di-pasaran,"Harga Beras Naik, Berikut 5 Ragam Jenis Beras yang Beredar di Pasaran","Harga beras dikeluhkan masyarakat terus naik. Apa yang menjadi penyebabnya? Berikut beberapa jenis beras yang terdapat di pasaran."
https://metro.tempo.co/read/1773177/kualitas-udara-jakarta-terburuk-ketiga-di-dunia-senin-pagi-di-bawah-dubai-dan-kuching,"Kualitas Udara Jakarta Terburuk Ketiga di Dunia Senin Pagi, di Bawah Dubai dan Kuching"," Dengan angka AQI 149, kualitas udara Jakarta masuk dalam kategori tidak sehat."
https://bola.tempo.co/read/1773175/reaksi-carlo-ancelotti-setelah-real-madrid-kalahkan-real-sociedad-2-1-di-liga-spanyol,"Reaksi Carlo Ancelotti setelah Real Madrid Kalahkan Real Sociedad 2-1 di Liga Spanyol","Dari lima pertandingan awal Liga Spanyol, Real Madrid kebobolan terlebih dahulu dalam tiga laga."
https://metro.tempo.co/read/1773174/pemprov-dki-inginkan-operasional-bus-transjakarta-disesuaikan-dengan-trafik-penumpang,"Pemprov DKI Inginkan Operasional Bus Transjakarta Disesuaikan dengan Trafik Penumpang","Pemprov DKI menginginkan Bus Transjakarta keluar semua pada saat jam sibuk atau peak hour dan ditarik pada saat jam tidak sibuk."
https://metro.tempo.co/read/1773173/heru-budi-beri-diskon-pajak-untuk-132-pasar-termasuk-pasar-tanah-abang-yang-lagi-sepi-pembeli,"Heru Budi Beri Diskon Pajak untuk 132 Pasar, termasuk Pasar Tanah Abang yang Lagi Sepi Pembeli","Pj Gubernur DKI Heru Budi memberikan keringanan atau diskon pajak untuk 132 pasar naungan Perumda Pasar Jaya. Pasar Tanah Abang juga dapat diskon."
https://nasional.tempo.co/read/1773172/rempang-eco-city-dikebut-bahlil-ungkap-alasan-ini,"Rempang Eco-City Dikebut, Bahlil Ungkap Alasan Ini","Menteri Investasi Bahlil Lahadalia menyatakan proyek Rempang Eco-City harus segera dijalankan karena investor."
https://tekno.tempo.co/read/1773166/inilah-9-jenis-kucing-liar-yang-dilindungi-di-indonesia,"Inilah 9 Jenis Kucing Liar yang Dilindungi di Indonesi","Indonesia memiliki sembilan jenis kucing liar dilindungi yang semuanya tersebar di Pulau Sumatera, Jawa, dan Kalimantan."
https://dunia.tempo.co/read/1773167/kim-jong-un-pulang-rusia-beri-hadiah-drone-dan-rompi-antipeluru,"Kim Jong Un Pulang, Rusia Beri Hadiah Drone dan Rompi Antipeluru","Kim Jong Un diberi hadiah rompi antipeluru hingga drone oleh Rusia."
https://bisnis.tempo.co/read/1773165/konflik-psn-rempang-eco-city-pengamat-contoh-nyata-ambisi-investasi-menabrak-hak-dasar-warga,"Konflik PSN Rempang Eco City, Pengamat: Contoh Nyata Ambisi Investasi Menabrak Hak Dasar Warg","Tak jarang investasi yang digenjot pemerintah justru menabrak hak-hak dasar warga. Hal ini pula yang terjadi di Pulau Rempang, Batam, Kepulauan Riau."
https://tekno.tempo.co/read/1773164/redmi-note-12-luncurkan-varian-memori-256-gb-dan-warna-sunrise-gold,"Redmi Note 12 Luncurkan Varian Memori 256 GB dan Warna Sunrise Gold","Redmi Note 12 Sunrise Gold tetap mempertahankan fitur-fitur unggulan, seperti prosesor Snapdragon 685 yang dipadukan dengan RAM 8 GB."
https://nasional.tempo.co/read/1773160/pendaftaran-cpns-2023-diundur-begini-cara-membuat-akun-baru-sscasn,"Pendaftaran CPNS 2023 Diundur, Begini Cara Membuat Akun Baru SSCASN","Setiap calon pendaftar CPNS 2023 diwajibkan membuat akun baru di Sistem Seleksi Calon Aparatur Sipil Negara atau SSCASN. Begini cara membuatnya."
https://nasional.tempo.co/read/1773162/segini-presidential-threshold-koalisi-indonesia-maju-setelah-demokrat-dukung-prabowo-subianto,"Segini Presidential Threshold Koalisi Indonesia Maju Setelah Demokrat Dukung Prabowo Subianto","Setelah hengkang dari Koalisi Perubahan, Partai Demokrat kini berlabuh ke Koalisi Indonesia Maju, mendukung Prabowo Subianto. Segini kekuatannya."
https://seleb.tempo.co/read/1773133/album-layover-v-bts-capai-no-2-di-billboard-200,"Album Layover V BTS Capai No. 2 di Billboard 200","V BTS merilis album solo pertama pada 8 September 2023"
https://nasional.tempo.co/read/1773159/ganjar-pranowo-berimateri-kuliah-kebangsaan-di-fisip-ui-hari-ini,"Ganjar Pranowo Beri  Materi Kuliah Kebangsaan di FISIP UI Hari Ini","Setelah menghadirkan Anies Baswedan, FISIP UI memberi kesempatan kepada Ganjar Pranowo untuk memberikan mater kuliah kebangsaan"
https://tekno.tempo.co/read/1773157/cerita-dyana-lulus-d4-teknik-otomotif-uny-sebagai-wisudawan-termuda,"Cerita Dyana, Lulus D4 Teknik Otomotif UNY Sebagai Wisudawan Termud","Setelah lulus SMK Dyana mulai mencari informasi terkait pendaftaran kuliah di UNY karena lebih tertarik pada proses pelajaran praktik."
